inspection_id,inspection_date,supplier_id,component_id,process,characteristic,nominal,lsl,usl,unit,measured_value,in_spec,defect_flag,defect_category,severity,detection_method,batch_id
INS-01094,2026-04-28,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0135,1,0,,,Goods-in inspection,B-101-001-W17
INS-01104,2026-04-28,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0,1,0,,,Goods-in inspection,B-101-002-W17
INS-01108,2026-04-28,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0031,1,0,,,Goods-in inspection,B-102-003-W17
INS-01109,2026-04-28,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0207,1,0,,,Goods-in inspection,B-102-003-W17
INS-01117,2026-04-28,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9938,1,0,,,Goods-in inspection,B-103-002-W17
INS-01118,2026-04-28,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.007,1,0,,,Goods-in inspection,B-103-002-W17
INS-01125,2026-04-28,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0079,1,0,,,Goods-in inspection,B-104-004-W17
INS-01126,2026-04-28,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.01,1,0,,,Goods-in inspection,B-104-004-W17
INS-01132,2026-04-28,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9984,1,0,,,Goods-in inspection,B-104-001-W17
INS-01137,2026-04-28,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9987,1,0,,,Goods-in inspection,B-105-005-W17
INS-01138,2026-04-28,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0066,1,0,,,Goods-in inspection,B-105-005-W17
INS-01146,2026-04-28,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0176,1,0,,,Goods-in inspection,B-106-004-W17
INS-01153,2026-04-28,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0044,1,0,,,Goods-in inspection,B-106-003-W17
INS-01095,2026-04-29,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0179,1,0,,,Goods-in inspection,B-101-001-W17
INS-01096,2026-04-29,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0161,1,0,,,Goods-in inspection,B-101-001-W17
INS-01097,2026-04-29,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0093,1,0,,,Goods-in inspection,B-101-001-W17
INS-01110,2026-04-29,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0013,1,0,,,Goods-in inspection,B-102-003-W17
INS-01111,2026-04-29,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9841,1,0,,,Goods-in inspection,B-102-003-W17
INS-01119,2026-04-29,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9944,1,0,,,Goods-in inspection,B-103-002-W17
INS-01127,2026-04-29,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9959,1,0,,,Goods-in inspection,B-104-004-W17
INS-01133,2026-04-29,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0054,1,0,,,Goods-in inspection,B-104-001-W17
INS-01139,2026-04-29,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9966,1,0,,,Goods-in inspection,B-105-005-W17
INS-01140,2026-04-29,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0011,1,0,,,Goods-in inspection,B-105-005-W17
INS-01147,2026-04-29,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9856,1,0,,,Goods-in inspection,B-106-004-W17
INS-01148,2026-04-29,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9818,1,0,,,Goods-in inspection,B-106-004-W17
INS-01154,2026-04-29,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0069,1,0,,,Goods-in inspection,B-106-003-W17
INS-01098,2026-04-30,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0021,1,0,,,Goods-in inspection,B-101-001-W17
INS-01099,2026-04-30,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0116,1,0,,,Goods-in inspection,B-101-001-W17
INS-01100,2026-04-30,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0115,1,0,,,Goods-in inspection,B-101-001-W17
INS-01105,2026-04-30,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0011,1,0,,,Goods-in inspection,B-101-002-W17
INS-01112,2026-04-30,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9832,1,0,,,Goods-in inspection,B-102-003-W17
INS-01113,2026-04-30,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0028,1,0,,,Goods-in inspection,B-102-003-W17
INS-01120,2026-04-30,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9938,1,0,,,Goods-in inspection,B-103-002-W17
INS-01121,2026-04-30,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9896,1,0,,,Goods-in inspection,B-103-002-W17
INS-01128,2026-04-30,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9963,1,0,,,Goods-in inspection,B-104-004-W17
INS-01129,2026-04-30,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0095,1,0,,,Goods-in inspection,B-104-004-W17
INS-01134,2026-04-30,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0071,1,0,,,Goods-in inspection,B-104-001-W17
INS-01141,2026-04-30,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0034,1,0,,,Goods-in inspection,B-105-005-W17
INS-01142,2026-04-30,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0036,1,0,,,Goods-in inspection,B-105-005-W17
INS-01149,2026-04-30,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9877,1,0,,,Goods-in inspection,B-106-004-W17
INS-01155,2026-04-30,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0003,1,0,,,Goods-in inspection,B-106-003-W17
INS-01101,2026-05-01,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.013,1,0,,,Goods-in inspection,B-101-001-W17
INS-01102,2026-05-01,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0089,1,0,,,Goods-in inspection,B-101-001-W17
INS-01114,2026-05-01,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9981,1,1,Visual defect,Minor,Goods-in inspection,B-102-003-W17
INS-01122,2026-05-01,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0066,1,0,,,Goods-in inspection,B-103-002-W17
INS-01130,2026-05-01,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9949,1,0,,,Goods-in inspection,B-104-004-W17
INS-01143,2026-05-01,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9987,1,0,,,Goods-in inspection,B-105-005-W17
INS-01150,2026-05-01,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9927,1,0,,,Goods-in inspection,B-106-004-W17
INS-01156,2026-05-01,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9976,1,0,,,Goods-in inspection,B-106-003-W17
INS-01157,2026-05-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0057,1,0,,,Goods-in inspection,B-101-001-W18
INS-01158,2026-05-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0155,1,0,,,Goods-in inspection,B-101-001-W18
INS-01159,2026-05-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0088,1,0,,,Goods-in inspection,B-101-001-W18
INS-01171,2026-05-04,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9891,1,0,,,Goods-in inspection,B-101-002-W18
INS-01174,2026-05-04,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0113,1,0,,,Goods-in inspection,B-102-003-W18
INS-01175,2026-05-04,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.033,1,1,Material issue,Minor,In-process inspection,B-102-003-W18
INS-01183,2026-05-04,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9882,1,0,,,Goods-in inspection,B-103-002-W18
INS-01184,2026-05-04,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.002,1,0,,,Goods-in inspection,B-103-002-W18
INS-01191,2026-05-04,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0023,1,0,,,Goods-in inspection,B-104-004-W18
INS-01192,2026-05-04,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9905,1,0,,,Goods-in inspection,B-104-004-W18
INS-01199,2026-05-04,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9906,1,0,,,Goods-in inspection,B-104-001-W18
INS-01203,2026-05-04,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9979,1,0,,,Goods-in inspection,B-105-005-W18
INS-01204,2026-05-04,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9961,1,0,,,Goods-in inspection,B-105-005-W18
INS-01212,2026-05-04,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0102,1,0,,,Goods-in inspection,B-106-004-W18
INS-01213,2026-05-04,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0074,1,0,,,Goods-in inspection,B-106-004-W18
INS-01219,2026-05-04,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9903,1,0,,,Goods-in inspection,B-106-003-W18
INS-01220,2026-05-04,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9769,1,0,,,Goods-in inspection,B-106-003-W18
INS-01160,2026-05-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0209,0,1,Dimensional deviation,Major,Goods-in inspection,B-101-001-W18
INS-01161,2026-05-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0127,1,0,,,Goods-in inspection,B-101-001-W18
INS-01162,2026-05-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0154,1,0,,,Goods-in inspection,B-101-001-W18
INS-01172,2026-05-05,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0062,1,0,,,Goods-in inspection,B-101-002-W18
INS-01176,2026-05-05,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9935,1,0,,,Goods-in inspection,B-102-003-W18
INS-01177,2026-05-05,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0145,1,0,,,Goods-in inspection,B-102-003-W18
INS-01185,2026-05-05,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9984,1,0,,,Goods-in inspection,B-103-002-W18
INS-01186,2026-05-05,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9881,1,0,,,Goods-in inspection,B-103-002-W18
INS-01193,2026-05-05,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0022,1,0,,,Goods-in inspection,B-104-004-W18
INS-01194,2026-05-05,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9927,1,0,,,Goods-in inspection,B-104-004-W18
INS-01200,2026-05-05,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.001,1,0,,,Goods-in inspection,B-104-001-W18
INS-01205,2026-05-05,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9928,1,0,,,Goods-in inspection,B-105-005-W18
INS-01206,2026-05-05,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0046,1,0,,,Goods-in inspection,B-105-005-W18
INS-01214,2026-05-05,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9984,1,0,,,Goods-in inspection,B-106-004-W18
INS-01221,2026-05-05,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9717,1,0,,,Goods-in inspection,B-106-003-W18
INS-01163,2026-05-06,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0047,1,0,,,Goods-in inspection,B-101-001-W18
INS-01164,2026-05-06,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0128,1,0,,,Goods-in inspection,B-101-001-W18
INS-01165,2026-05-06,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0148,1,0,,,Goods-in inspection,B-101-001-W18
INS-01178,2026-05-06,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9908,1,0,,,Goods-in inspection,B-102-003-W18
INS-01179,2026-05-06,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0087,1,0,,,Goods-in inspection,B-102-003-W18
INS-01187,2026-05-06,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0034,1,0,,,Goods-in inspection,B-103-002-W18
INS-01195,2026-05-06,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0024,1,0,,,Goods-in inspection,B-104-004-W18
INS-01201,2026-05-06,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.998,1,0,,,Goods-in inspection,B-104-001-W18
INS-01207,2026-05-06,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0053,1,0,,,Goods-in inspection,B-105-005-W18
INS-01208,2026-05-06,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0047,1,0,,,Goods-in inspection,B-105-005-W18
INS-01215,2026-05-06,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0182,1,0,,,Goods-in inspection,B-106-004-W18
INS-01216,2026-05-06,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0138,1,0,,,Goods-in inspection,B-106-004-W18
INS-01222,2026-05-06,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9847,1,0,,,Goods-in inspection,B-106-003-W18
INS-01166,2026-05-07,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0185,1,0,,,Goods-in inspection,B-101-001-W18
INS-01167,2026-05-07,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0138,1,0,,,Goods-in inspection,B-101-001-W18
INS-01168,2026-05-07,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0103,1,0,,,Goods-in inspection,B-101-001-W18
INS-01173,2026-05-07,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0034,1,0,,,Goods-in inspection,B-101-002-W18
INS-01180,2026-05-07,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0092,1,0,,,Goods-in inspection,B-102-003-W18
INS-01181,2026-05-07,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0101,1,0,,,Goods-in inspection,B-102-003-W18
INS-01188,2026-05-07,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.997,1,0,,,Goods-in inspection,B-103-002-W18
INS-01189,2026-05-07,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0012,1,0,,,Goods-in inspection,B-103-002-W18
INS-01196,2026-05-07,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9945,1,0,,,Goods-in inspection,B-104-004-W18
INS-01197,2026-05-07,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0024,1,0,,,Goods-in inspection,B-104-004-W18
INS-01202,2026-05-07,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9947,1,0,,,Goods-in inspection,B-104-001-W18
INS-01209,2026-05-07,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.004,1,0,,,Goods-in inspection,B-105-005-W18
INS-01210,2026-05-07,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9996,1,0,,,Goods-in inspection,B-105-005-W18
INS-01217,2026-05-07,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0076,1,0,,,Goods-in inspection,B-106-004-W18
INS-01223,2026-05-07,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0085,1,0,,,Goods-in inspection,B-106-003-W18
INS-01169,2026-05-08,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.01,1,0,,,Goods-in inspection,B-101-001-W18
INS-01170,2026-05-08,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0026,1,0,,,Goods-in inspection,B-101-001-W18
INS-01182,2026-05-08,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9898,1,0,,,Goods-in inspection,B-102-003-W18
INS-01190,2026-05-08,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9972,1,0,,,Goods-in inspection,B-103-002-W18
INS-01198,2026-05-08,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0055,1,0,,,Goods-in inspection,B-104-004-W18
INS-01211,2026-05-08,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0077,1,0,,,Goods-in inspection,B-105-005-W18
INS-01218,2026-05-08,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0016,1,0,,,Goods-in inspection,B-106-004-W18
INS-01224,2026-05-08,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9867,1,0,,,Goods-in inspection,B-106-003-W18
INS-01225,2026-05-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0172,1,0,,,Goods-in inspection,B-101-001-W19
INS-01226,2026-05-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0064,1,0,,,Goods-in inspection,B-101-001-W19
INS-01227,2026-05-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0142,1,0,,,Goods-in inspection,B-101-001-W19
INS-01239,2026-05-11,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0061,1,1,Surface finish,Minor,Goods-in inspection,B-101-002-W19
INS-01242,2026-05-11,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0121,1,0,,,Goods-in inspection,B-102-003-W19
INS-01243,2026-05-11,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0071,1,0,,,Goods-in inspection,B-102-003-W19
INS-01251,2026-05-11,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0019,1,0,,,Goods-in inspection,B-103-002-W19
INS-01252,2026-05-11,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0103,1,0,,,Goods-in inspection,B-103-002-W19
INS-01259,2026-05-11,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0002,1,0,,,Goods-in inspection,B-104-004-W19
INS-01260,2026-05-11,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9889,1,0,,,Goods-in inspection,B-104-004-W19
INS-01267,2026-05-11,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9925,1,0,,,Goods-in inspection,B-104-001-W19
INS-01271,2026-05-11,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0036,1,0,,,Goods-in inspection,B-105-005-W19
INS-01272,2026-05-11,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9998,1,0,,,Goods-in inspection,B-105-005-W19
INS-01280,2026-05-11,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0237,1,0,,,Goods-in inspection,B-106-004-W19
INS-01281,2026-05-11,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0218,1,0,,,Goods-in inspection,B-106-004-W19
INS-01287,2026-05-11,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0101,1,0,,,Goods-in inspection,B-106-003-W19
INS-01288,2026-05-11,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9988,1,0,,,Goods-in inspection,B-106-003-W19
INS-01228,2026-05-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0239,0,1,Dimensional deviation,Critical,Goods-in inspection,B-101-001-W19
INS-01229,2026-05-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0077,1,0,,,Goods-in inspection,B-101-001-W19
INS-01230,2026-05-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.016,1,0,,,Goods-in inspection,B-101-001-W19
INS-01240,2026-05-12,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0016,1,0,,,Goods-in inspection,B-101-002-W19
INS-01244,2026-05-12,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.986,1,0,,,Goods-in inspection,B-102-003-W19
INS-01245,2026-05-12,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0131,1,0,,,Goods-in inspection,B-102-003-W19
INS-01253,2026-05-12,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9928,1,0,,,Goods-in inspection,B-103-002-W19
INS-01254,2026-05-12,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9979,1,1,Surface finish,Major,Goods-in inspection,B-103-002-W19
INS-01261,2026-05-12,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0097,1,0,,,Goods-in inspection,B-104-004-W19
INS-01262,2026-05-12,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0042,1,0,,,Goods-in inspection,B-104-004-W19
INS-01268,2026-05-12,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0048,1,0,,,Goods-in inspection,B-104-001-W19
INS-01273,2026-05-12,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0015,1,0,,,Goods-in inspection,B-105-005-W19
INS-01274,2026-05-12,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0002,1,0,,,Goods-in inspection,B-105-005-W19
INS-01282,2026-05-12,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0157,1,0,,,Goods-in inspection,B-106-004-W19
INS-01289,2026-05-12,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0327,1,0,,,Goods-in inspection,B-106-003-W19
INS-01231,2026-05-13,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0183,1,0,,,Goods-in inspection,B-101-001-W19
INS-01232,2026-05-13,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0105,1,0,,,Goods-in inspection,B-101-001-W19
INS-01233,2026-05-13,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0076,1,0,,,Goods-in inspection,B-101-001-W19
INS-01246,2026-05-13,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0118,1,0,,,Goods-in inspection,B-102-003-W19
INS-01247,2026-05-13,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0001,1,0,,,Goods-in inspection,B-102-003-W19
INS-01255,2026-05-13,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.003,1,0,,,Goods-in inspection,B-103-002-W19
INS-01263,2026-05-13,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9951,1,0,,,Goods-in inspection,B-104-004-W19
INS-01269,2026-05-13,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0108,1,0,,,Goods-in inspection,B-104-001-W19
INS-01275,2026-05-13,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9943,1,0,,,Goods-in inspection,B-105-005-W19
INS-01276,2026-05-13,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9998,1,0,,,Goods-in inspection,B-105-005-W19
INS-01283,2026-05-13,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0275,1,0,,,Goods-in inspection,B-106-004-W19
INS-01284,2026-05-13,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9865,1,0,,,Goods-in inspection,B-106-004-W19
INS-01290,2026-05-13,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9882,1,1,Visual defect,Minor,Goods-in inspection,B-106-003-W19
